source_file,order_date,transaction_type,order_id,sku,product_name,quantity,order_city,order_state,line_revenue,selling_fees,fba_fees,source_system
amazon_sales_2024_04.csv,4/10/2024,Order,646-5157287-1480799,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_04.csv,4/15/2024,Order,600-6558722-4894774,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_04.csv,4/15/2024,Order,460-4714639-7999140,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_04.csv,4/16/2024,Order,376-8075115-4974226,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_04.csv,4/19/2024,Order,283-4238098-4330825,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_04.csv,4/25/2024,Order,968-6525404-2041015,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_04.csv,4/28/2024,Order,463-4823779-2256839,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_05.csv,5/2/2024,Order,949-7261527-8817241,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_05.csv,5/2/2024,Order,520-6554167-1484477,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_05.csv,5/11/2024,Order,324-3045567-2031382,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_05.csv,5/16/2024,Order,107-6062630-4003210,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_05.csv,5/17/2024,Order,738-9991791-7684876,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_05.csv,5/17/2024,Order,454-3233714-5994237,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_05.csv,5/18/2024,Order,710-5266992-8674558,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/4/2024,Order,461-4140159-2289121,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/7/2024,Order,843-1912525-9150617,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/7/2024,Order,996-8886072-3096711,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/12/2024,Order,730-9691319-8108008,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/12/2024,Order,539-5385776-3892781,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/15/2024,Order,337-2994838-5774210,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/17/2024,Order,691-2200550-8170032,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/19/2024,Order,139-4404282-2362502,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/20/2024,Order,537-3275632-6262393,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/20/2024,Order,368-1962573-6318103,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/23/2024,Order,564-3524880-5335603,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/24/2024,Order,358-1549761-7382026,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_06.csv,6/29/2024,Order,892-5821965-4345769,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_07.csv,7/8/2024,Order,906-7072981-6695248,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_07.csv,7/14/2024,Order,152-9160040-2855125,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_07.csv,7/14/2024,Order,273-3792300-1000870,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_07.csv,7/16/2024,Order,665-3828218-7140025,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_07.csv,7/17/2024,Order,361-1734057-8535531,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_07.csv,7/21/2024,Order,562-7767997-9934008,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_07.csv,7/23/2024,Order,961-7209245-9310395,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_07.csv,7/25/2024,Order,964-2492771-7933345,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/2/2024,Order,230-9316295-5843264,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/3/2024,Order,611-7652109-3534421,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/8/2024,Order,557-1539166-1501831,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/10/2024,Order,840-9142903-2423437,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/11/2024,Order,284-6023685-7219121,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/11/2024,Order,680-9520341-4039798,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/12/2024,Order,292-8017577-7154863,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/15/2024,Order,720-9338329-4377268,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/19/2024,Order,654-6233756-6383218,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/19/2024,Order,483-8450584-2253559,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/20/2024,Order,316-6374846-2862265,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/25/2024,Order,294-6238632-6535953,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/26/2024,Order,910-6951804-8363317,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/28/2024,Order,100-7573250-7009048,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_08.csv,8/29/2024,Order,459-4597253-9046599,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/1/2024,Order,594-9965142-6655607,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/2/2024,Order,502-2943039-6238582,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/4/2024,Order,510-5076339-7317237,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/5/2024,Order,959-5553878-6089304,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/7/2024,Order,144-3730290-2890635,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/7/2024,Order,974-7442651-5270569,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/9/2024,Order,173-3646396-3209968,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/10/2024,Order,653-4402439-3203900,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/12/2024,Order,162-6357286-5652550,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/13/2024,Order,203-3217364-9735137,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/14/2024,Order,637-3628259-5126443,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/16/2024,Order,438-4379705-8795522,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/18/2024,Order,226-1609259-9030352,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/19/2024,Order,621-9234872-6439002,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/20/2024,Order,528-1913078-5565554,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_09.csv,9/27/2024,Order,841-8958402-1142578,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/5/2024,Order,956-5380856-3299107,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/6/2024,Order,882-8217341-7098424,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/7/2024,Order,430-5282040-3323113,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/8/2024,Order,163-1607910-8407365,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/8/2024,Order,282-8515029-4476150,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/9/2024,Order,293-4930439-3067234,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/10/2024,Order,197-1687545-5033162,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/10/2024,Order,202-6096416-5377996,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/10/2024,Order,254-8168718-4053414,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/12/2024,Order,483-4496865-2615421,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/13/2024,Order,166-5219187-3195586,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/14/2024,Order,671-9142434-7973544,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/15/2024,Order,186-5662586-8350514,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/20/2024,Order,749-1160931-4485117,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/23/2024,Order,546-1681021-6988637,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/26/2024,Order,954-2950129-5920870,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/28/2024,Order,973-9532200-5631559,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/29/2024,Order,371-4004522-5463465,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/29/2024,Order,651-2646863-3931295,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/31/2024,Order,615-6821845-7304177,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_10.csv,10/31/2024,Order,586-7717824-5947160,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/3/2024,Order,537-9644131-6651110,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/3/2024,Order,487-2946197-2546331,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/3/2024,Order,533-8558271-3371874,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/4/2024,Order,712-1577691-5259852,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/4/2024,Order,524-6577130-1232587,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/5/2024,Order,741-4416998-9806665,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/6/2024,Order,853-5352290-5005711,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/6/2024,Order,641-5208206-7599815,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/7/2024,Order,843-6273866-8535827,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/8/2024,Order,240-7326971-4578634,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/9/2024,Order,269-2850789-1863637,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/10/2024,Order,136-1199820-7790606,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/10/2024,Order,147-1759439-2713719,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/11/2024,Order,576-5094326-4726632,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/12/2024,Order,378-7141584-4627882,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/12/2024,Order,878-9751175-7380202,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/14/2024,Order,496-7608607-2000628,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/15/2024,Order,114-7101508-8154660,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/16/2024,Order,642-6042683-7834467,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/16/2024,Order,655-1549155-1044846,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/17/2024,Order,141-2861568-7968860,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/17/2024,Order,310-8664044-2757079,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/18/2024,Order,237-4854645-6479171,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/18/2024,Order,289-5739473-2276254,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/19/2024,Order,321-1783481-9718040,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/19/2024,Order,380-3910682-6088364,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/21/2024,Order,916-9970180-4168339,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/23/2024,Order,867-5889965-6759661,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/24/2024,Order,473-3604351-5134599,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/25/2024,Order,776-3708587-9167532,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/25/2024,Order,959-2230692-6049908,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/25/2024,Order,248-7867579-9321696,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/27/2024,Order,314-6310184-6565546,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/27/2024,Order,317-1979951-8672334,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/28/2024,Order,844-9153362-6233075,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/28/2024,Order,840-9489032-2907643,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/28/2024,Order,263-4671998-4268547,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_11.csv,11/30/2024,Order,902-7968411-3669413,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_12.csv,12/1/2024,Order,275-7493965-1990155,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_12.csv,12/4/2024,Order,735-7187264-7246213,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_12.csv,12/5/2024,Order,444-7020845-3995210,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
amazon_sales_2024_12.csv,12/6/2024,Order,496-1231630-6522181,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65,Amazon Sales
