"Date","Campaign ID","Campaign name","Budget currency","Impressions","Clicks","Supply cost"
"December 2, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3109","79","38.13"
"December 3, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3104","69","33.43"
"December 4, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3098","54","26.38"
"December 5, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","70","33.9"
"December 6, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3087","61","29.67"
"December 7, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","60","29.2"
"December 8, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3043","99","47.53"
"December 9, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","80","38.6"
"December 10, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3072","43","21.21"
"December 11, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","75","36.25"
"December 12, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3063","112","53.46"
"December 13, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","80","38.6"
"December 14, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3057","119","56.93"
"December 15, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","75","36.25"
"December 16, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3126","95","44.65"
"December 17, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","80","37.6"
"December 18, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3165","91","43.77"
"December 19, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","70","33.9"
"December 20, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3187","89","42.83"
"December 21, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","80","38.6"
"December 22, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3191","75","36.25"
"December 23, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","80","38.6"
"December 24, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3173","71","34.37"
"December 25, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","80","38.6"
"December 26, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3155","69","33.43"
"December 27, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","80","37.6"
"December 28, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3148","118","55.46"
"December 29, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","2946","80","37.6"
"December 30, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3172","87","41.52"
"December 31, 2024","400768130291706","B0CV4M7TK2 - Dog Car Seat - Auto - low bids","USD","3110","80","37.6"
"December 1, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 2, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 3, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","3","0","0"
"December 4, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 5, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","5","0","0"
"December 6, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 7, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","1","0.9"
"December 8, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 9, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","3","0","0"
"December 10, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","6","0","0"
"December 11, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 12, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","4","0","0"
"December 13, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","1","0.9"
"December 14, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 15, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 16, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 17, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","4","0","0"
"December 18, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 19, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","6","0","0"
"December 20, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","3","0","0"
"December 21, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","5","0","0"
"December 22, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 23, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","1","0.91"
"December 24, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","4","0","0"
"December 25, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","5","0","0"
"December 26, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 27, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","3","0","0"
"December 28, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 29, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","4","0","0"
"December 30, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 31, 2024","350325436542949","B0CV4M7TK2 - Dog Car Seat - PDA - OWN","USD","2","0","0"
"December 1, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1325","21","11.76"
"December 2, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1300","25","14"
"December 3, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1276","29","16.24"
"December 4, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1287","28","15.68"
"December 5, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1325","24","13.44"
"December 6, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1254","14","7.84"
"December 7, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1243","25","14.41"
"December 8, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1299","15","8.4"
"December 9, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1298","28","15.68"
"December 10, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1396","19","10.64"
"December 11, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1264","22","12.32"
"December 12, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1365","13","8.28"
"December 13, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1425","27","15.12"
"December 14, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1381","13","8.28"
"December 15, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1437","29","17.24"
"December 16, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1329","19","10.64"
"December 17, 2024","518917008036711","B0CV4M7TK2 - Dog Car Seat - High","USD","1325","21","11.76"
"December 1, 2024","322524994486312","B0CV4M7TK2 - Dog Car Seat - tpk - dog carriers for small dogs - low bids - ex","USD","2","0","0"
"December 2, 2024","322524994486312","B0CV4M7TK2 - Dog Car Seat - tpk - dog carriers for small dogs - low bids - ex","USD","0","0","0"
