"Date","Campaign ID","Campaign name","Budget currency","Impressions","Clicks","Supply cost"
"July 18, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","151","1","1.35"
"July 19, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","131","0","0"
"July 20, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","154","1","1.36"
"July 21, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","152","0","0"
"July 22, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","144","0","0"
"July 23, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","158","1","1.36"
"July 24, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","145","0","0"
"July 25, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","154","0","0"
"July 26, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","134","0","0"
"July 27, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","160","1","1.35"
"July 28, 2024","507602442836297","Campaign with presets - B0CV4N6WJR - 7/3/2024 01:23:29","USD","130","0","0"
"July 3, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","202","1","1.39"
"July 4, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","201","1","1.4"
"July 5, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","205","1","1.39"
"July 6, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","201","0","0"
"July 7, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","208","1","1.39"
"July 8, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","201","0","0"
"July 9, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","199","4","5.57"
"July 10, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","201","1","1.39"
"July 11, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","201","0","0"
"July 12, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","195","0","0"
"July 13, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","201","1","1.39"
"July 14, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","211","1","1.39"
"July 15, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","206","1","1.4"
"July 16, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","201","0","0"
"July 17, 2024","390736206185340","Campaign with presets - B0CV4M7TK2 - 7/3/2024 01:23:29","USD","203","2","2.79"
"July 8, 2024","414614491352187","Car seat Phrase","USD","443","4","4.08"
"July 9, 2024","414614491352187","Car seat Phrase","USD","445","5","5.1"
"July 10, 2024","414614491352187","Car seat Phrase","USD","430","4","4.08"
"July 11, 2024","414614491352187","Car seat Phrase","USD","454","5","5.1"
"July 12, 2024","414614491352187","Car seat Phrase","USD","432","5","5.1"
"July 13, 2024","414614491352187","Car seat Phrase","USD","467","4","4.08"
"July 14, 2024","414614491352187","Car seat Phrase","USD","440","4","4.08"
"July 15, 2024","414614491352187","Car seat Phrase","USD","443","6","6.12"
"July 16, 2024","414614491352187","Car seat Phrase","USD","446","4","4.08"
"July 17, 2024","414614491352187","Car seat Phrase","USD","443","6","6.12"
"July 18, 2024","414614491352187","Car seat Phrase","USD","444","4","4.08"
"July 19, 2024","414614491352187","Car seat Phrase","USD","447","7","7.14"
"July 20, 2024","414614491352187","Car seat Phrase","USD","420","4","4.08"
"July 21, 2024","414614491352187","Car seat Phrase","USD","456","5","5.1"
"July 22, 2024","414614491352187","Car seat Phrase","USD","432","4","4.08"
"July 23, 2024","414614491352187","Car seat Phrase","USD","448","6","6.12"
"July 24, 2024","414614491352187","Car seat Phrase","USD","445","4","4.08"
"July 25, 2024","414614491352187","Car seat Phrase","USD","446","4","4.08"
"July 26, 2024","414614491352187","Car seat Phrase","USD","450","5","5.1"
"July 27, 2024","414614491352187","Car seat Phrase","USD","449","4","4.08"
"July 28, 2024","414614491352187","Car seat Phrase","USD","436","5","5.1"
"July 29, 2024","414614491352187","Car seat Phrase","USD","431","4","4.08"
"July 30, 2024","414614491352187","Car seat Phrase","USD","449","5","5.1"
"July 13, 2024","317661156864113","Car Seat| Exact","USD","24","1","1.3"
"July 14, 2024","317661156864113","Car Seat| Exact","USD","25","0","0"
"July 15, 2024","317661156864113","Car Seat| Exact","USD","24","1","1.4"
"July 16, 2024","317661156864113","Car Seat| Exact","USD","19","1","1.3"
"July 17, 2024","317661156864113","Car Seat| Exact","USD","24","1","1.3"
"July 18, 2024","317661156864113","Car Seat| Exact","USD","27","0","0"
"July 19, 2024","317661156864113","Car Seat| Exact","USD","24","3","3.9"
"July 20, 2024","317661156864113","Car Seat| Exact","USD","29","1","1.3"
"July 21, 2024","317661156864113","Car Seat| Exact","USD","21","2","2.6"
"July 22, 2024","317661156864113","Car Seat| Exact","USD","24","0","0"
"July 23, 2024","317661156864113","Car Seat| Exact","USD","32","1","1.3"
"July 8, 2024","378683676920813","SD Car Seat (Coupons)","USD","375","1","0.82"
"July 9, 2024","378683676920813","SD Car Seat (Coupons)","USD","380","1","0.82"
"July 10, 2024","378683676920813","SD Car Seat (Coupons)","USD","390","2","1.64"
"July 11, 2024","378683676920813","SD Car Seat (Coupons)","USD","399","1","0.82"
"July 12, 2024","378683676920813","SD Car Seat (Coupons)","USD","341","1","0.82"
"July 13, 2024","378683676920813","SD Car Seat (Coupons)","USD","400","1","0.82"
"July 14, 2024","378683676920813","SD Car Seat (Coupons)","USD","390","1","0.82"
"July 15, 2024","378683676920813","SD Car Seat (Coupons)","USD","389","0","0"
"July 16, 2024","378683676920813","SD Car Seat (Coupons)","USD","330","3","2.46"
"July 17, 2024","378683676920813","SD Car Seat (Coupons)","USD","396","1","0.82"
"July 18, 2024","378683676920813","SD Car Seat (Coupons)","USD","331","0","0"
"July 19, 2024","378683676920813","SD Car Seat (Coupons)","USD","345","2","1.64"
"July 20, 2024","378683676920813","SD Car Seat (Coupons)","USD","324","2","1.64"
"July 21, 2024","378683676920813","SD Car Seat (Coupons)","USD","460","1","0.82"
"July 22, 2024","378683676920813","SD Car Seat (Coupons)","USD","378","1","0.82"
"July 23, 2024","378683676920813","SD Car Seat (Coupons)","USD","375","1","0.82"
"July 24, 2024","378683676920813","SD Car Seat (Coupons)","USD","415","0","0"
"July 25, 2024","378683676920813","SD Car Seat (Coupons)","USD","359","1","0.82"
"July 26, 2024","378683676920813","SD Car Seat (Coupons)","USD","375","1","0.82"
"July 27, 2024","378683676920813","SD Car Seat (Coupons)","USD","399","2","1.64"
"July 28, 2024","378683676920813","SD Car Seat (Coupons)","USD","385","1","0.82"
"July 29, 2024","378683676920813","SD Car Seat (Coupons)","USD","379","0","0"
"July 30, 2024","378683676920813","SD Car Seat (Coupons)","USD","319","1","0.82"
"July 1, 2024","554522073453548","Car seat (Asin)","USD","6","0","0"
"July 2, 2024","554522073453548","Car seat (Asin)","USD","9","0","0"
"July 3, 2024","554522073453548","Car seat (Asin)","USD","10","1","1.14"
"July 4, 2024","554522073453548","Car seat (Asin)","USD","8","0","0"
"July 5, 2024","554522073453548","Car seat (Asin)","USD","9","2","2.28"
"July 6, 2024","554522073453548","Car seat (Asin)","USD","9","0","0"
"July 7, 2024","554522073453548","Car seat (Asin)","USD","9","0","0"
"July 8, 2024","554522073453548","Car seat (Asin)","USD","6","0","0"
"July 9, 2024","554522073453548","Car seat (Asin)","USD","11","1","1.14"
"July 10, 2024","554522073453548","Car seat (Asin)","USD","9","0","0"
"July 11, 2024","554522073453548","Car seat (Asin)","USD","5","0","0"
"July 12, 2024","554522073453548","Car seat (Asin)","USD","11","1","1.14"
"July 13, 2024","554522073453548","Car seat (Asin)","USD","7","0","0"
"July 1, 2024","527890016640710","Car Seat AUTO (up&down)","USD","222","2","2.22"
"July 2, 2024","527890016640710","Car Seat AUTO (up&down)","USD","220","4","4.45"
"July 3, 2024","527890016640710","Car Seat AUTO (up&down)","USD","213","4","4.44"
"July 4, 2024","527890016640710","Car Seat AUTO (up&down)","USD","270","1","1.13"
"July 5, 2024","527890016640710","Car Seat AUTO (up&down)","USD","225","3","3.33"
"July 6, 2024","527890016640710","Car Seat AUTO (up&down)","USD","265","5","5.55"
"July 7, 2024","527890016640710","Car Seat AUTO (up&down)","USD","223","3","3.33"
"July 8, 2024","527890016640710","Car Seat AUTO (up&down)","USD","240","3","3.33"
"July 9, 2024","527890016640710","Car Seat AUTO (up&down)","USD","200","4","4.44"
"July 10, 2024","527890016640710","Car Seat AUTO (up&down)","USD","199","5","5.59"
"July 11, 2024","527890016640710","Car Seat AUTO (up&down)","USD","249","3","3.33"
"July 12, 2024","527890016640710","Car Seat AUTO (up&down)","USD","227","3","3.33"
"July 13, 2024","527890016640710","Car Seat AUTO (up&down)","USD","223","3","3.33"
"July 14, 2024","527890016640710","Car Seat AUTO (up&down)","USD","229","5","5.89"
"July 15, 2024","527890016640710","Car Seat AUTO (up&down)","USD","254","4","4.44"
"July 16, 2024","527890016640710","Car Seat AUTO (up&down)","USD","202","3","3.33"
"July 17, 2024","527890016640710","Car Seat AUTO (up&down)","USD","268","3","3.35"
"July 18, 2024","527890016640710","Car Seat AUTO (up&down)","USD","209","3","3.78"
"July 19, 2024","527890016640710","Car Seat AUTO (up&down)","USD","223","3","3.34"
"July 20, 2024","527890016640710","Car Seat AUTO (up&down)","USD","211","6","6.66"
"July 21, 2024","527890016640710","Car Seat AUTO (up&down)","USD","223","4","4.33"
"July 22, 2024","527890016640710","Car Seat AUTO (up&down)","USD","215","3","3.33"
"July 23, 2024","527890016640710","Car Seat AUTO (up&down)","USD","214","3","3.36"
"July 24, 2024","527890016640710","Car Seat AUTO (up&down)","USD","218","5","5.55"
"July 25, 2024","527890016640710","Car Seat AUTO (up&down)","USD","210","3","3.33"
"July 26, 2024","527890016640710","Car Seat AUTO (up&down)","USD","122","3","3.33"
"July 27, 2024","527890016640710","Car Seat AUTO (up&down)","USD","260","3","3.33"
"July 28, 2024","527890016640710","Car Seat AUTO (up&down)","USD","235","3","3.33"
"July 2, 2024","450210495476170","Car Seat Research","USD","150","2","2.1"
"July 3, 2024","450210495476170","Car Seat Research","USD","56","1","1.05"
"July 4, 2024","450210495476170","Car Seat Research","USD","104","0","0"
"July 5, 2024","450210495476170","Car Seat Research","USD","123","2","2.1"
"July 6, 2024","450210495476170","Car Seat Research","USD","49","1","1.38"
"July 7, 2024","450210495476170","Car Seat Research","USD","145","3","3.15"
"July 8, 2024","450210495476170","Car Seat Research","USD","111","1","1.05"
"July 9, 2024","450210495476170","Car Seat Research","USD","94","0","0"
"July 10, 2024","450210495476170","Car Seat Research","USD","87","1","1.05"
"July 11, 2024","450210495476170","Car Seat Research","USD","109","2","2.1"
"July 12, 2024","450210495476170","Car Seat Research","USD","99","2","2.1"
"July 13, 2024","450210495476170","Car Seat Research","USD","81","1","1.05"
"July 1, 2024","450210495476170","Car Seat Research","USD","105","4","4.2"
"July 2, 2024","450210495476170","Car Seat Research","USD","86","1","1.05"
"July 3, 2024","450210495476170","Car Seat Research","USD","175","1","1.05"
"July 4, 2024","450210495476170","Car Seat Research","USD","102","0","0"
"July 5, 2024","450210495476170","Car Seat Research","USD","45","2","2.1"
"July 6, 2024","450210495476170","Car Seat Research","USD","98","1","1.05"
"July 7, 2024","450210495476170","Car Seat Research","USD","134","1","1.05"
"July 8, 2024","450210495476170","Car Seat Research","USD","76","2","2.1"
"July 9, 2024","450210495476170","Car Seat Research","USD","95","0","0"
"July 10, 2024","450210495476170","Car Seat Research","USD","194","1","1.05"
"July 11, 2024","450210495476170","Car Seat Research","USD","91","1","1.05"
"July 12, 2024","450210495476170","Car Seat Research","USD","129","2","2.1"
"July 13, 2024","450210495476170","Car Seat Research","USD","89","1","1.05"
"July 14, 2024","450210495476170","Car Seat Research","USD","194","2","2.1"
"July 15, 2024","450210495476170","Car Seat Research","USD","142","0","0"
"July 16, 2024","450210495476170","Car Seat Research","USD","194","1","1.05"
"July 17, 2024","450210495476170","Car Seat Research","USD","194","1","1.05"
"July 18, 2024","450210495476170","Car Seat Research","USD","151","1","1.05"
"July 19, 2024","450210495476170","Car Seat Research","USD","194","1","1.05"
"July 20, 2024","450210495476170","Car Seat Research","USD","194","1","1.05"
"July 21, 2024","450210495476170","Car Seat Research","USD","178","1","1.05"
"July 22, 2024","450210495476170","Car Seat Research","USD","67","0","0"
"July 23, 2024","450210495476170","Car Seat Research","USD","194","1","1.05"
"July 24, 2024","450210495476170","Car Seat Research","USD","145","1","1.05"
"July 15, 2024","466618082981487","SB Video 2 (CPC)","USD","575","2","5.34"
"July 16, 2024","466618082981487","SB Video 2 (CPC)","USD","639","1","2.68"
"July 17, 2024","466618082981487","SB Video 2 (CPC)","USD","799","1","2.68"
"July 18, 2024","466618082981487","SB Video 2 (CPC)","USD","501","2","5.34"
"July 19, 2024","466618082981487","SB Video 2 (CPC)","USD","302","2","5.34"
"July 20, 2024","466618082981487","SB Video 2 (CPC)","USD","555","1","2.68"
"July 21, 2024","466618082981487","SB Video 2 (CPC)","USD","655","2","5.35"
"July 3, 2024","395554842166686","Campaign with presets - B0CV4LG2HV - 7/3/2024 01:23:29","USD","1029","9","10.77"
"July 10, 2024","285108878123118","Car Seat (Coupons)","USD","489","4","5.56"
"July 11, 2024","285108878123118","Car Seat (Coupons)","USD","300","6","8.28"
"July 12, 2024","285108878123118","Car Seat (Coupons)","USD","401","2","2.76"
"July 13, 2024","285108878123118","Car Seat (Coupons)","USD","310","6","8.55"
"July 14, 2024","285108878123118","Car Seat (Coupons)","USD","409","0","0"
"July 15, 2024","285108878123118","Car Seat (Coupons)","USD","315","2","2.76"
"July 16, 2024","285108878123118","Car Seat (Coupons)","USD","444","3","4.14"
"July 17, 2024","285108878123118","Car Seat (Coupons)","USD","399","2","2.76"
"July 18, 2024","285108878123118","Car Seat (Coupons)","USD","401","3","4.14"
"July 19, 2024","285108878123118","Car Seat (Coupons)","USD","419","2","2.76"
"July 20, 2024","285108878123118","Car Seat (Coupons)","USD","403","3","4.14"
"July 21, 2024","285108878123118","Car Seat (Coupons)","USD","411","0","0"
"July 22, 2024","285108878123118","Car Seat (Coupons)","USD","342","3","4.14"
"July 23, 2024","285108878123118","Car Seat (Coupons)","USD","410","3","4.14"
"July 24, 2024","285108878123118","Car Seat (Coupons)","USD","389","2","2.76"
"July 25, 2024","285108878123118","Car Seat (Coupons)","USD","419","1","1.38"
"July 26, 2024","285108878123118","Car Seat (Coupons)","USD","349","0","0"
"July 27, 2024","285108878123118","Car Seat (Coupons)","USD","408","1","1.38"
"July 28, 2024","285108878123118","Car Seat (Coupons)","USD","321","3","4.14"
"July 29, 2024","285108878123118","Car Seat (Coupons)","USD","518","0","0"
"July 30, 2024","285108878123118","Car Seat (Coupons)","USD","399","6","8.28"
"July 9, 2024","301847249119561","Car Seat AUTO (down)","USD","99","1","1.09"
"July 10, 2024","301847249119561","Car Seat AUTO (down)","USD","135","0","0"
"July 11, 2024","301847249119561","Car Seat AUTO (down)","USD","91","3","3.28"
"July 12, 2024","301847249119561","Car Seat AUTO (down)","USD","124","2","2.19"
"July 13, 2024","301847249119561","Car Seat AUTO (down)","USD","92","1","1.09"
"July 14, 2024","301847249119561","Car Seat AUTO (down)","USD","108","2","2.18"
"July 15, 2024","301847249119561","Car Seat AUTO (down)","USD","165","1","1.19"
"July 16, 2024","301847249119561","Car Seat AUTO (down)","USD","95","1","1.09"
"July 17, 2024","301847249119561","Car Seat AUTO (down)","USD","145","1","1.09"
"July 18, 2024","301847249119561","Car Seat AUTO (down)","USD","117","0","0"
"July 19, 2024","301847249119561","Car Seat AUTO (down)","USD","109","2","2.28"
"July 20, 2024","301847249119561","Car Seat AUTO (down)","USD","114","2","2.18"
"July 21, 2024","301847249119561","Car Seat AUTO (down)","USD","101","1","1.09"
"July 22, 2024","301847249119561","Car Seat AUTO (down)","USD","152","1","1.29"
"July 23, 2024","301847249119561","Car Seat AUTO (down)","USD","105","0","0"
"July 24, 2024","301847249119561","Car Seat AUTO (down)","USD","137","1","1.07"
"July 25, 2024","301847249119561","Car Seat AUTO (down)","USD","104","1","1.08"
"July 26, 2024","301847249119561","Car Seat AUTO (down)","USD","108","1","1.08"
"July 27, 2024","301847249119561","Car Seat AUTO (down)","USD","89","3","3.25"
"July 28, 2024","301847249119561","Car Seat AUTO (down)","USD","75","0","0"
"July 29, 2024","301847249119561","Car Seat AUTO (down)","USD","142","1","1.09"
"July 30, 2024","301847249119561","Car Seat AUTO (down)","USD","119","4","4.09"
"July 1, 2024","530854449844448","Car Seat Low Bid","USD","456","5","4.5"
"July 2, 2024","530854449844448","Car Seat Low Bid","USD","563","2","1.4"
"July 3, 2024","530854449844448","Car Seat Low Bid","USD","707","4","2.8"
"July 4, 2024","530854449844448","Car Seat Low Bid","USD","602","7","4.9"
"July 5, 2024","530854449844448","Car Seat Low Bid","USD","765","18","12.6"
"July 6, 2024","530854449844448","Car Seat Low Bid","USD","499","9","6.3"
"July 7, 2024","530854449844448","Car Seat Low Bid","USD","701","19","13.3"
"July 8, 2024","530854449844448","Car Seat Low Bid","USD","709","4","3.64"
"July 9, 2024","530854449844448","Car Seat Low Bid","USD","709","16","11.2"
"July 10, 2024","530854449844448","Car Seat Low Bid","USD","498","12","8.4"
"July 11, 2024","530854449844448","Car Seat Low Bid","USD","876","14","9.8"
"July 12, 2024","530854449844448","Car Seat Low Bid","USD","414","18","12.6"
"July 13, 2024","530854449844448","Car Seat Low Bid","USD","732","15","10.5"
"July 14, 2024","530854449844448","Car Seat Low Bid","USD","598","16","11.2"
"July 15, 2024","530854449844448","Car Seat Low Bid","USD","595","4","2.8"
"July 16, 2024","530854449844448","Car Seat Low Bid","USD","498","15","10.5"
"July 17, 2024","530854449844448","Car Seat Low Bid","USD","655","2","1.4"
"July 18, 2024","530854449844448","Car Seat Low Bid","USD","399","12","8.4"
"July 19, 2024","530854449844448","Car Seat Low Bid","USD","607","9","6.3"
"July 20, 2024","530854449844448","Car Seat Low Bid","USD","599","10","7"
"July 21, 2024","530854449844448","Car Seat Low Bid","USD","632","14","9.8"
"July 22, 2024","530854449844448","Car Seat Low Bid","USD","499","18","12.6"
"July 23, 2024","530854449844448","Car Seat Low Bid","USD","643","6","4.2"
"July 24, 2024","530854449844448","Car Seat Low Bid","USD","789","13","9.1"
"July 25, 2024","530854449844448","Car Seat Low Bid","USD","607","11","7.7"
"July 26, 2024","530854449844448","Car Seat Low Bid","USD","457","8","5.6"
"July 27, 2024","530854449844448","Car Seat Low Bid","USD","665","17","11.9"
"July 28, 2024","530854449844448","Car Seat Low Bid","USD","543","10","7"
"July 29, 2024","530854449844448","Car Seat Low Bid","USD","607","17","11.9"
