Day,"Campaign ID","Campaign name",Impressions,"Link clicks","Amount spent (USD)","Reporting starts","Reporting ends"
2025-06-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-20,2025-06-20
2025-06-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-20,2025-06-20
2025-06-19,120211636986650312,"FB catalog",0,,0,2025-06-19,2025-06-19
2025-06-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-19,2025-06-19
2025-06-19,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-19,2025-06-19
2025-06-18,120211636986650312,"FB catalog",0,,0,2025-06-18,2025-06-18
2025-06-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-18,2025-06-18
2025-06-18,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-18,2025-06-18
2025-06-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-17,2025-06-17
2025-06-17,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-17,2025-06-17
2025-06-17,120211636986650312,"FB catalog",0,,0,2025-06-17,2025-06-17
2025-06-16,120211636986650312,"FB catalog",0,,0,2025-06-16,2025-06-16
2025-06-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-16,2025-06-16
2025-06-16,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-16,2025-06-16
2025-06-15,120211636986650312,"FB catalog",0,,0,2025-06-15,2025-06-15
2025-06-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-15,2025-06-15
2025-06-15,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-15,2025-06-15
2025-06-14,120211636986650312,"FB catalog",0,,0,2025-06-14,2025-06-14
2025-06-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-14,2025-06-14
2025-06-14,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-14,2025-06-14
2025-06-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-13,2025-06-13
2025-06-13,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-13,2025-06-13
2025-06-13,120211636986650312,"FB catalog",0,,0,2025-06-13,2025-06-13
2025-06-12,120211636986650312,"FB catalog",0,,0,2025-06-12,2025-06-12
2025-06-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-12,2025-06-12
2025-06-12,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-12,2025-06-12
2025-06-11,120211636986650312,"FB catalog",0,,0,2025-06-11,2025-06-11
2025-06-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-11,2025-06-11
2025-06-11,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-11,2025-06-11
2025-06-10,120211636986650312,"FB catalog",0,,0,2025-06-10,2025-06-10
2025-06-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-10,2025-06-10
2025-06-10,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-10,2025-06-10
2025-06-09,120211636986650312,"FB catalog",0,,0,2025-06-09,2025-06-09
2025-06-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-09,2025-06-09
2025-06-09,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-09,2025-06-09
2025-06-08,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-08,2025-06-08
2025-06-08,120211636986650312,"FB catalog",0,,0,2025-06-08,2025-06-08
2025-06-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-08,2025-06-08
2025-06-07,120211636986650312,"FB catalog",0,,0,2025-06-07,2025-06-07
2025-06-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-07,2025-06-07
2025-06-07,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-07,2025-06-07
2025-06-06,120211636986650312,"FB catalog",0,,0,2025-06-06,2025-06-06
2025-06-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-06,2025-06-06
2025-06-06,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-06,2025-06-06
2025-06-05,120211636986650312,"FB catalog",0,,0,2025-06-05,2025-06-05
2025-06-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-05,2025-06-05
2025-06-05,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-05,2025-06-05
2025-06-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-04,2025-06-04
2025-06-04,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-04,2025-06-04
2025-06-04,120211636986650312,"FB catalog",0,,0,2025-06-04,2025-06-04
2025-06-03,120211636986650312,"FB catalog",0,,0,2025-06-03,2025-06-03
2025-06-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-03,2025-06-03
2025-06-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-03,2025-06-03
2025-06-02,120211636986650312,"FB catalog",0,,0,2025-06-02,2025-06-02
2025-06-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-02,2025-06-02
2025-06-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-02,2025-06-02
2025-06-01,120211636986650312,"FB catalog",0,,0,2025-06-01,2025-06-01
2025-06-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-01,2025-06-01
2025-06-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-01,2025-06-01
2025-05-31,120211636986650312,"FB catalog",0,,0,2025-05-31,2025-05-31
2025-05-31,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-31,2025-05-31
2025-05-31,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-31,2025-05-31
2025-05-30,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-30,2025-05-30
2025-05-30,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-30,2025-05-30
2025-05-30,120211636986650312,"FB catalog",0,,0,2025-05-30,2025-05-30
2025-05-29,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-29,2025-05-29
2025-05-29,120211636986650312,"FB catalog",0,,0,2025-05-29,2025-05-29
2025-05-29,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-29,2025-05-29
2025-05-28,120211636986650312,"FB catalog",0,,0,2025-05-28,2025-05-28
2025-05-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-28,2025-05-28
2025-05-28,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-28,2025-05-28
2025-05-27,120211636986650312,"FB catalog",0,,0,2025-05-27,2025-05-27
2025-05-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-27,2025-05-27
2025-05-27,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-27,2025-05-27
2025-05-26,120211636986650312,"FB catalog",0,,0,2025-05-26,2025-05-26
2025-05-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-26,2025-05-26
2025-05-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-26,2025-05-26
2025-05-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-25,2025-05-25
2025-05-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-25,2025-05-25
2025-05-25,120211636986650312,"FB catalog",0,,0,2025-05-25,2025-05-25
2025-05-24,120211636986650312,"FB catalog",0,,0,2025-05-24,2025-05-24
2025-05-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-24,2025-05-24
2025-05-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-24,2025-05-24
2025-05-23,120211636986650312,"FB catalog",0,,0,2025-05-23,2025-05-23
2025-05-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-23,2025-05-23
2025-05-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-23,2025-05-23
2025-05-22,120211636986650312,"FB catalog",0,,0,2025-05-22,2025-05-22
2025-05-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-22,2025-05-22
2025-05-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-22,2025-05-22
2025-05-21,120211636986650312,"FB catalog",0,,0,2025-05-21,2025-05-21
2025-05-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-21,2025-05-21
2025-05-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-21,2025-05-21
2025-05-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-20,2025-05-20
2025-05-20,120211636986650312,"FB catalog",0,,0,2025-05-20,2025-05-20
2025-05-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-20,2025-05-20
2025-05-19,120211636986650312,"FB catalog",0,,0,2025-05-19,2025-05-19
2025-05-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-19,2025-05-19
2025-05-19,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-19,2025-05-19
2025-05-18,120211636986650312,"FB catalog",0,,0,2025-05-18,2025-05-18
2025-05-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-18,2025-05-18
2025-05-18,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-18,2025-05-18
2025-05-17,120211636986650312,"FB catalog",0,,0,2025-05-17,2025-05-17
2025-05-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-17,2025-05-17
2025-05-17,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-17,2025-05-17
2025-05-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-16,2025-05-16
2025-05-16,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-16,2025-05-16
2025-05-16,120211636986650312,"FB catalog",0,,0,2025-05-16,2025-05-16
2025-05-15,120211636986650312,"FB catalog",0,,0,2025-05-15,2025-05-15
2025-05-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-15,2025-05-15
2025-05-15,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-15,2025-05-15
2025-05-14,120211636986650312,"FB catalog",0,,0,2025-05-14,2025-05-14
2025-05-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-14,2025-05-14
2025-05-14,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-14,2025-05-14
2025-05-13,120211636986650312,"FB catalog",0,,0,2025-05-13,2025-05-13
2025-05-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-13,2025-05-13
2025-05-13,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-13,2025-05-13
2025-05-12,120211636986650312,"FB catalog",0,,0,2025-05-12,2025-05-12
2025-05-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-12,2025-05-12
2025-05-12,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-12,2025-05-12
2025-05-11,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-11,2025-05-11
2025-05-11,120211636986650312,"FB catalog",0,,0,2025-05-11,2025-05-11
2025-05-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-11,2025-05-11
2025-05-10,120211636986650312,"FB catalog",0,,0,2025-05-10,2025-05-10
2025-05-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-10,2025-05-10
2025-05-10,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-10,2025-05-10
2025-05-09,120211636986650312,"FB catalog",0,,0,2025-05-09,2025-05-09
2025-05-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-09,2025-05-09
2025-05-09,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-09,2025-05-09
2025-05-08,120211636986650312,"FB catalog",0,,0,2025-05-08,2025-05-08
2025-05-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-08,2025-05-08
2025-05-08,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-08,2025-05-08
2025-05-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-07,2025-05-07
2025-05-07,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-07,2025-05-07
2025-05-07,120211636986650312,"FB catalog",0,,0,2025-05-07,2025-05-07
2025-05-06,120211636986650312,"FB catalog",0,,0,2025-05-06,2025-05-06
2025-05-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-06,2025-05-06
2025-05-06,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-06,2025-05-06
2025-05-05,120211636986650312,"FB catalog",0,,0,2025-05-05,2025-05-05
2025-05-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-05,2025-05-05
2025-05-05,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-05,2025-05-05
2025-05-04,120211636986650312,"FB catalog",0,,0,2025-05-04,2025-05-04
2025-05-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-04,2025-05-04
2025-05-04,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-04,2025-05-04
2025-05-03,120211636986650312,"FB catalog",0,,0,2025-05-03,2025-05-03
2025-05-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-03,2025-05-03
2025-05-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-03,2025-05-03
2025-05-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-02,2025-05-02
2025-05-02,120211636986650312,"FB catalog",0,,0,2025-05-02,2025-05-02
2025-05-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-02,2025-05-02
2025-05-01,120211636986650312,"FB catalog",0,,0,2025-05-01,2025-05-01
2025-05-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-05-01,2025-05-01
2025-05-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-05-01,2025-05-01
2025-04-30,120211636986650312,"FB catalog",0,,0,2025-04-30,2025-04-30
2025-04-30,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-30,2025-04-30
2025-04-30,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-30,2025-04-30
2025-04-29,120211636986650312,"FB catalog",0,,0,2025-04-29,2025-04-29
2025-04-29,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-29,2025-04-29
2025-04-29,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-29,2025-04-29
2025-04-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-28,2025-04-28
2025-04-28,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-28,2025-04-28
2025-04-28,120211636986650312,"FB catalog",0,,0,2025-04-28,2025-04-28
2025-04-27,120211636986650312,"FB catalog",0,,0,2025-04-27,2025-04-27
2025-04-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-27,2025-04-27
2025-04-27,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-27,2025-04-27
2025-04-26,120211636986650312,"FB catalog",0,,0,2025-04-26,2025-04-26
2025-04-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-26,2025-04-26
2025-04-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-26,2025-04-26
2025-04-25,120211636986650312,"FB catalog",0,,0,2025-04-25,2025-04-25
2025-04-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-25,2025-04-25
2025-04-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-25,2025-04-25
2025-04-24,120211636986650312,"FB catalog",0,,0,2025-04-24,2025-04-24
2025-04-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-24,2025-04-24
2025-04-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-24,2025-04-24
2025-04-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-23,2025-04-23
2025-04-23,120211636986650312,"FB catalog",0,,0,2025-04-23,2025-04-23
2025-04-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-23,2025-04-23
2025-04-22,120211636986650312,"FB catalog",0,,0,2025-04-22,2025-04-22
2025-04-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-22,2025-04-22
2025-04-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-22,2025-04-22
2025-04-21,120211636986650312,"FB catalog",0,,0,2025-04-21,2025-04-21
2025-04-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-21,2025-04-21
2025-04-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-21,2025-04-21
2025-04-20,120211636986650312,"FB catalog",0,,0,2025-04-20,2025-04-20
2025-04-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-20,2025-04-20
2025-04-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-20,2025-04-20
2025-04-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-19,2025-04-19
2025-04-19,120219386724380312,"Traffic Video-post FB-Insta",702,4,6.1,2025-04-19,2025-04-19
2025-04-19,120211636986650312,"FB catalog",0,,0,2025-04-19,2025-04-19
2025-04-18,120211636986650312,"FB catalog",0,,0,2025-04-18,2025-04-18
2025-04-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-18,2025-04-18
2025-04-18,120219386724380312,"Traffic Video-post FB-Insta",3622,16,31.11,2025-04-18,2025-04-18
2025-04-17,120211636986650312,"FB catalog",0,,0,2025-04-17,2025-04-17
2025-04-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-17,2025-04-17
2025-04-17,120219386724380312,"Traffic Video-post FB-Insta",3084,19,36.68,2025-04-17,2025-04-17
2025-04-16,120211636986650312,"FB catalog",0,,0,2025-04-16,2025-04-16
2025-04-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-16,2025-04-16
2025-04-16,120219386724380312,"Traffic Video-post FB-Insta",2308,15,30.14,2025-04-16,2025-04-16
2025-04-15,120211636986650312,"FB catalog",0,,0,2025-04-15,2025-04-15
2025-04-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-15,2025-04-15
2025-04-15,120219386724380312,"Traffic Video-post FB-Insta",1604,20,35.1,2025-04-15,2025-04-15
2025-04-14,120219386724380312,"Traffic Video-post FB-Insta",1381,9,36.99,2025-04-14,2025-04-14
2025-04-14,120211636986650312,"FB catalog",0,,0,2025-04-14,2025-04-14
2025-04-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-14,2025-04-14
2025-04-13,120211636986650312,"FB catalog",0,,0,2025-04-13,2025-04-13
2025-04-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-13,2025-04-13
2025-04-13,120219386724380312,"Traffic Video-post FB-Insta",1197,3,36.22,2025-04-13,2025-04-13
2025-04-12,120211636986650312,"FB catalog",0,,0,2025-04-12,2025-04-12
2025-04-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-12,2025-04-12
2025-04-12,120219386724380312,"Traffic Video-post FB-Insta",406,6,30.89,2025-04-12,2025-04-12
2025-04-11,120211636986650312,"FB catalog",0,,0,2025-04-11,2025-04-11
2025-04-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-11,2025-04-11
2025-04-11,120219386724380312,"Traffic Video-post FB-Insta",481,11,32.66,2025-04-11,2025-04-11
2025-04-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-10,2025-04-10
2025-04-10,120219386724380312,"Traffic Video-post FB-Insta",915,10,29.99,2025-04-10,2025-04-10
2025-04-10,120211636986650312,"FB catalog",0,,0,2025-04-10,2025-04-10
2025-04-09,120211636986650312,"FB catalog",0,,0,2025-04-09,2025-04-09
2025-04-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-09,2025-04-09
2025-04-09,120219386724380312,"Traffic Video-post FB-Insta",1061,23,36.81,2025-04-09,2025-04-09
2025-04-08,120211636986650312,"FB catalog",0,,0,2025-04-08,2025-04-08
2025-04-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-08,2025-04-08
2025-04-08,120219386724380312,"Traffic Video-post FB-Insta",927,19,32.71,2025-04-08,2025-04-08
2025-04-07,120211636986650312,"FB catalog",0,,0,2025-04-07,2025-04-07
2025-04-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-07,2025-04-07
2025-04-07,120219386724380312,"Traffic Video-post FB-Insta",1707,55,40.65,2025-04-07,2025-04-07
2025-04-06,120211636986650312,"FB catalog",0,,0,2025-04-06,2025-04-06
2025-04-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-06,2025-04-06
2025-04-06,120219386724380312,"Traffic Video-post FB-Insta",2389,49,33.87,2025-04-06,2025-04-06
2025-04-05,120219386724380312,"Traffic Video-post FB-Insta",2532,60,32.48,2025-04-05,2025-04-05
2025-04-05,120211636986650312,"FB catalog",0,,0,2025-04-05,2025-04-05
2025-04-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-04-05,2025-04-05
2025-04-04,120211636986650312,"FB catalog",0,,0,2025-04-04,2025-04-04
2025-04-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",1058,69,8.53,2025-04-04,2025-04-04
2025-04-04,120219386724380312,"Traffic Video-post FB-Insta",662,68,21.41,2025-04-04,2025-04-04
2025-04-03,120211636986650312,"FB catalog",0,,0,2025-04-03,2025-04-03
2025-04-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",4588,287,33.52,2025-04-03,2025-04-03
2025-04-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-03,2025-04-03
2025-04-02,120211636986650312,"FB catalog",0,,0,2025-04-02,2025-04-02
2025-04-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",4165,333,33.06,2025-04-02,2025-04-02
2025-04-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-02,2025-04-02
2025-04-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",4266,311,33.14,2025-04-01,2025-04-01
2025-04-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-04-01,2025-04-01
2025-04-01,120211636986650312,"FB catalog",0,,0,2025-04-01,2025-04-01
2025-03-31,120211636986650312,"FB catalog",0,,0,2025-03-31,2025-03-31
2025-03-31,120211848833150312,"Traffic Video FB-Insta with recommended settings",3997,287,28.8,2025-03-31,2025-03-31
2025-03-31,120219386724380312,"Traffic Video-post FB-Insta",612,5,7.86,2025-03-31,2025-03-31
2025-03-30,120211636986650312,"FB catalog",0,,0,2025-03-30,2025-03-30
2025-03-30,120211848833150312,"Traffic Video FB-Insta with recommended settings",2530,180,17.82,2025-03-30,2025-03-30
2025-03-30,120219386724380312,"Traffic Video-post FB-Insta",1390,9,19.96,2025-03-30,2025-03-30
2025-03-29,120211636986650312,"FB catalog",0,,0,2025-03-29,2025-03-29
2025-03-29,120211848833150312,"Traffic Video FB-Insta with recommended settings",2460,169,17.53,2025-03-29,2025-03-29
2025-03-29,120219386724380312,"Traffic Video-post FB-Insta",1575,23,20.51,2025-03-29,2025-03-29
2025-03-28,120211636986650312,"FB catalog",0,,0,2025-03-28,2025-03-28
2025-03-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",2506,176,16.52,2025-03-28,2025-03-28
2025-03-28,120219386724380312,"Traffic Video-post FB-Insta",2778,16,17.78,2025-03-28,2025-03-28
2025-03-27,120219386724380312,"Traffic Video-post FB-Insta",825,18,16.25,2025-03-27,2025-03-27
2025-03-27,120211636986650312,"FB catalog",0,,0,2025-03-27,2025-03-27
2025-03-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",2398,147,16.48,2025-03-27,2025-03-27
2025-03-26,120211636986650312,"FB catalog",0,,0,2025-03-26,2025-03-26
2025-03-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",2402,160,16.15,2025-03-26,2025-03-26
2025-03-26,120219386724380312,"Traffic Video-post FB-Insta",941,9,15.94,2025-03-26,2025-03-26
2025-03-25,120211636986650312,"FB catalog",0,,0,2025-03-25,2025-03-25
2025-03-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",2463,147,16.77,2025-03-25,2025-03-25
2025-03-25,120219386724380312,"Traffic Video-post FB-Insta",893,35,17.15,2025-03-25,2025-03-25
2025-03-24,120211636986650312,"FB catalog",0,,0,2025-03-24,2025-03-24
2025-03-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",2608,171,16.53,2025-03-24,2025-03-24
2025-03-24,120219386724380312,"Traffic Video-post FB-Insta",664,30,13.78,2025-03-24,2025-03-24
2025-03-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",3155,223,18.61,2025-03-23,2025-03-23
2025-03-23,120219386724380312,"Traffic Video-post FB-Insta",732,47,17.57,2025-03-23,2025-03-23
2025-03-23,120211636986650312,"FB catalog",0,,0,2025-03-23,2025-03-23
2025-03-22,120211636986650312,"FB catalog",0,,0,2025-03-22,2025-03-22
2025-03-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",2622,181,17.19,2025-03-22,2025-03-22
2025-03-22,120219386724380312,"Traffic Video-post FB-Insta",580,42,13.93,2025-03-22,2025-03-22
2025-03-21,120211636986650312,"FB catalog",0,,0,2025-03-21,2025-03-21
2025-03-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",2794,167,16.44,2025-03-21,2025-03-21
2025-03-21,120219386724380312,"Traffic Video-post FB-Insta",588,58,16.05,2025-03-21,2025-03-21
2025-03-20,120211636986650312,"FB catalog",0,,0,2025-03-20,2025-03-20
2025-03-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",2844,185,16.33,2025-03-20,2025-03-20
2025-03-20,120219386724380312,"Traffic Video-post FB-Insta",672,80,19.5,2025-03-20,2025-03-20
2025-03-19,120211636986650312,"FB catalog",0,,0,2025-03-19,2025-03-19
2025-03-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",2652,204,16.79,2025-03-19,2025-03-19
2025-03-19,120219386724380312,"Traffic Video-post FB-Insta",816,81,20.01,2025-03-19,2025-03-19
2025-03-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",2056,194,15.47,2025-03-18,2025-03-18
2025-03-18,120219386724380312,"Traffic Video-post FB-Insta",1212,59,18.55,2025-03-18,2025-03-18
2025-03-18,120211636986650312,"FB catalog",0,,0,2025-03-18,2025-03-18
2025-03-17,120211636986650312,"FB catalog",0,,0,2025-03-17,2025-03-17
2025-03-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",1761,154,15.02,2025-03-17,2025-03-17
2025-03-17,120219386724380312,"Traffic Video-post FB-Insta",913,25,18.12,2025-03-17,2025-03-17
2025-03-16,120211636986650312,"FB catalog",0,,0,2025-03-16,2025-03-16
2025-03-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",1969,173,15.71,2025-03-16,2025-03-16
2025-03-16,120219386724380312,"Traffic Video-post FB-Insta",542,23,7.44,2025-03-16,2025-03-16
