date/time,type,order id,sku,description,quantity,order city,order state,product sales,selling fees,fba fees
"March 4, 2024",Order,961-2922476-9916747,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"March 4, 2024",Order,741-3710145-4410979,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Seattle,WA,54.9,-8.24,-11.5
"March 4, 2024",Order,600-6886318-1571889,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Los Angeles,CA,54.9,-8.24,-12.27
"March 4, 2024",Order,505-8443451-9559004,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Jacksonville,FL,54.9,-8.24,-12.27
"March 4, 2024",Order,448-2361120-1919450,32-IQYL-UHAB,Car Seat for Dog-Black,1,Denver,CO,54.9,-8.24,-8.15
"March 4, 2024",Order,280-2523946-1136935,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"March 4, 2024",Order,830-9577273-5552279,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Seattle,WA,54.9,-8.24,-12.27
"March 4, 2024",Order,989-2768082-7631891,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Jose,CA,54.9,-8.24,-12.65
"March 4, 2024",Order,718-1445432-7351169,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Austin,TX,54.9,-8.24,-12.27
"March 4, 2024",Order,117-8367163-6321901,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Phoenix,AZ,54.9,-8.24,-12.27
"March 5, 2024",Order,905-7577256-1858845,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Naperville,IL,54.9,-8.24,-12.27
"March 5, 2024",Order,199-8105752-7814602,32-IQYL-UHAB,Car Seat for Dog-Black,1,Spokane,WA,54.9,-8.24,-8.15
"March 5, 2024",Order,893-7852742-6842477,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Chicago,IL,54.9,-8.24,-11.5
"March 5, 2024",Order,392-9664203-7894383,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,San Diego,CA,54.9,-8.24,-12.65
"March 5, 2024",Order,696-5300251-1585857,32-IQYL-UHAB,Car Seat for Dog-Black,1,San Antonio,TX,54.9,-8.24,-8.15
"March 5, 2024",Order,249-6435720-3858664,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Rochester,NY,54.9,-8.24,-12.65
"March 5, 2024",Order,779-3107385-9444480,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,San Diego,CA,54.9,-8.24,-12.65
"March 5, 2024",Order,366-7573757-9206987,32-IQYL-UHAB,Car Seat for Dog-Black,1,Tucson,AZ,54.9,-8.24,-8.15
"March 5, 2024",Order,748-5510298-7513210,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Houston,TX,54.9,-8.24,-11.5
"March 5, 2024",Order,787-2792907-8851086,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Tampa,FL,54.9,-8.24,-8.15
"March 5, 2024",Order,210-2619274-1628201,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Los Angeles,CA,54.9,-8.24,-12.27
"March 5, 2024",Order,455-2913348-1839027,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Colorado Springs,CO,54.9,-8.24,-12.65
"March 5, 2024",Order,941-4749521-3671466,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Jacksonville,FL,54.9,-8.24,-12.27
"March 5, 2024",Order,460-7678185-9597944,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,54.9,-8.24,-8.15
"March 5, 2024",Order,172-1835452-1254578,32-IQYL-UHAB,Car Seat for Dog-Black,1,Dallas,TX,54.9,-8.24,-8.15
"March 5, 2024",Order,148-5717249-6116936,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Buffalo,NY,54.9,-8.24,-12.27
"March 5, 2024",Refund,378-9287540-2639668,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Phoenix,AZ,-54.9,8.24,0
"March 6, 2024",Order,492-2966862-4749209,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,New York,NY,54.9,-8.24,-12.65
"March 6, 2024",Order,863-1404323-7141074,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Jacksonville,FL,54.9,-8.24,-12.65
"March 6, 2024",Order,259-5610116-2909919,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Chicago,IL,54.9,-8.24,-12.65
"March 6, 2024",Order,244-4740832-1124740,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Phoenix,AZ,54.9,-8.24,-11.5
"March 6, 2024",Order,785-6754285-8171212,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Miami,FL,54.9,-8.24,-12.65
"March 6, 2024",Order,834-9642875-6346822,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Francisco,CA,54.9,-8.24,-11.5
"March 6, 2024",Order,455-5302071-1025179,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Phoenix,AZ,54.9,-8.24,-8.15
"March 6, 2024",Order,192-9664622-5630693,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Diego,CA,54.9,-8.24,-11.5
"March 6, 2024",Order,550-9690881-4631058,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"March 6, 2024",Order,864-5224985-3505400,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Dallas,TX,54.9,-8.24,-11.5
"March 6, 2024",Refund,816-6490514-9730909,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,-54.9,8.24,0
"March 7, 2024",Order,648-1267514-6737219,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Colorado Springs,CO,54.9,-8.24,-11.5
"March 7, 2024",Order,365-4860462-2225817,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Antonio,TX,54.9,-8.24,-12.65
"March 7, 2024",Order,884-4180267-2770656,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Denver,CO,54.9,-8.24,-8.15
"March 7, 2024",Order,913-7885103-6755553,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Phoenix,AZ,54.9,-8.24,-8.15
"March 7, 2024",Order,729-5628146-6926727,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Colorado Springs,CO,54.9,-8.24,-12.27
"March 7, 2024",Order,727-8919063-6807156,32-IQYL-UHAB,Car Seat for Dog-Black,1,Chicago,IL,54.9,-8.24,-8.15
"March 7, 2024",Order,155-3869738-4780341,32-IQYL-UHAB,Car Seat for Dog-Black,1,Jacksonville,FL,54.9,-8.24,-8.15
"March 7, 2024",Order,736-1076602-2141167,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Chicago,IL,54.9,-8.24,-12.65
"March 7, 2024",Order,786-7606548-9283796,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"March 7, 2024",Order,831-9267880-4606254,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Colorado Springs,CO,54.9,-8.24,-12.27
"March 7, 2024",Order,400-3329116-5212732,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Orlando,FL,54.9,-8.24,-12.65
"March 7, 2024",Order,633-6388380-4538326,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"March 7, 2024",Order,609-6016829-5432180,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"March 7, 2024",Order,365-7497216-8414394,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Phoenix,AZ,54.9,-8.24,-8.15
"March 7, 2024",Order,492-1663837-2556054,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Denver,CO,54.9,-8.24,-12.27
"March 7, 2024",Order,412-1673678-7971318,32-IQYL-UHAB,Car Seat for Dog-Black,1,Denver,CO,54.9,-8.24,-8.15
"March 7, 2024",Order,110-6777835-5050577,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Jacksonville,FL,54.9,-8.24,-12.27
"March 8, 2024",Refund,787-2792907-8851086,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Tampa,FL,-54.9,8.24,0
"March 8, 2024",Order,185-1548191-6619039,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Miami,FL,54.9,-8.24,-11.5
"March 8, 2024",Order,863-5714855-4514052,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Tampa,FL,54.9,-8.24,-12.65
"March 8, 2024",Order,499-2869902-7375301,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"March 8, 2024",Order,529-9169240-4408586,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,New York,NY,54.9,-8.24,-12.27
"March 8, 2024",Order,986-4008843-4950161,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Tucson,AZ,54.9,-8.24,-12.65
"March 8, 2024",Order,921-8030239-7630697,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Phoenix,AZ,54.9,-8.24,-11.5
"March 8, 2024",Order,187-4015928-5238465,32-IQYL-UHAB,Car Seat for Dog-Black,1,Chicago,IL,54.9,-8.24,-8.15
"March 8, 2024",Order,155-9006417-3945132,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,54.9,-8.24,-8.15
"March 8, 2024",Order,664-1166666-9443576,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Chicago,IL,54.9,-8.24,-11.5
"March 8, 2024",Refund,308-2260395-6292516,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,-54.9,8.24,0
"March 8, 2024",Refund,980-4954273-7280680,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Phoenix,AZ,-54.9,8.24,0
"March 9, 2024",Order,712-4354098-2218410,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Chicago,IL,54.9,-8.24,-11.5
"March 9, 2024",Order,680-1390373-4696248,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Chicago,IL,54.9,-8.24,-12.65
"March 9, 2024",Order,882-3948999-1895594,32-IQYL-UHAB,Car Seat for Dog-Black,1,Phoenix,AZ,54.9,-8.24,-8.15
"March 9, 2024",Order,327-2536386-8582197,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Austin,TX,54.9,-8.24,-12.27
"March 9, 2024",Order,619-5291545-7519666,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Houston,TX,54.9,-8.24,-11.5
"March 9, 2024",Order,250-5462242-7067885,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Austin,TX,54.9,-8.24,-12.27
"March 9, 2024",Order,293-1368446-2768046,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"March 9, 2024",Order,760-1550747-4676496,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Austin,TX,54.9,-8.24,-12.65
"March 9, 2024",Order,886-1553834-3580995,32-IQYL-UHAB,Car Seat for Dog-Black,1,Denver,CO,54.9,-8.24,-8.15
"March 9, 2024",Order,515-6973216-4321738,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"March 9, 2024",Order,256-6982527-3373934,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65
"March 9, 2024",Order,564-6159200-1675467,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Spokane,WA,54.9,-8.24,-11.5
"March 10, 2024",Order,607-8238262-8237136,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Austin,TX,54.9,-8.24,-12.65
"March 10, 2024",Order,298-8257061-7569611,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Francisco,CA,54.9,-8.24,-11.5
"March 10, 2024",Order,445-7129547-8204346,32-IQYL-UHAB,Car Seat for Dog-Black,1,San Francisco,CA,54.9,-8.24,-8.15
"March 10, 2024",Order,722-4373405-2890531,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Seattle,WA,54.9,-8.24,-8.15
"March 10, 2024",Order,236-4692715-2607998,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Dallas,TX,54.9,-8.24,-12.27
"March 10, 2024",Order,270-7348624-9123985,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Diego,CA,54.9,-8.24,-12.27
"March 10, 2024",Order,881-3203609-3004879,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"March 10, 2024",Order,951-4600592-1912979,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,New York,NY,54.9,-8.24,-12.65
"March 10, 2024",Order,260-8013462-5503533,32-IQYL-UHAB,Car Seat for Dog-Black,1,San Francisco,CA,54.9,-8.24,-8.15
"March 10, 2024",Order,264-7991898-4633829,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,54.9,-8.24,-8.15
"March 10, 2024",Refund,608-7014429-8267960,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Colorado Springs,CO,-54.9,8.24,0
"March 11, 2024",Order,922-9363572-5073155,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Chicago,IL,54.9,-8.24,-11.5
"March 11, 2024",Order,728-3471859-5354166,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Colorado Springs,CO,54.9,-8.24,-8.15
"March 11, 2024",Order,481-2323190-6963827,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Diego,CA,54.9,-8.24,-12.27
"March 11, 2024",Order,670-4703194-3116602,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Francisco,CA,54.9,-8.24,-12.27
"March 11, 2024",Order,476-4756611-8445043,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Denver,CO,54.9,-8.24,-12.27
"March 11, 2024",Order,287-1877930-1818175,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Seattle,WA,54.9,-8.24,-8.15
"March 11, 2024",Order,577-7261499-6906740,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Diego,CA,54.9,-8.24,-11.5
"March 11, 2024",Order,313-3130381-4697406,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Phoenix,AZ,54.9,-8.24,-11.5
"March 11, 2024",Order,534-9590816-4593633,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Austin,TX,54.9,-8.24,-12.27
"March 12, 2024",Order,751-1896404-6183894,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,54.9,-8.24,-8.15
"March 12, 2024",Order,567-6462403-8041868,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Diego,CA,54.9,-8.24,-11.5
"March 12, 2024",Order,266-1289355-9630315,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Orlando,FL,54.9,-8.24,-12.65
"March 12, 2024",Order,760-8313738-7529540,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Miami,FL,54.9,-8.24,-8.15
"March 12, 2024",Order,963-4350945-6294271,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Seattle,WA,54.9,-8.24,-11.5
"March 12, 2024",Order,282-8584743-3455559,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"March 12, 2024",Order,226-2190515-7433896,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Houston,TX,54.9,-8.24,-12.65
"March 12, 2024",Order,592-4316448-3832628,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Tampa,FL,54.9,-8.24,-11.5
"March 12, 2024",Order,405-9010135-9487271,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"March 12, 2024",Order,888-1171651-1615214,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Diego,CA,54.9,-8.24,-12.27
"March 12, 2024",Order,653-2349664-7874624,32-IQYL-UHAB,Car Seat for Dog-Black,1,Phoenix,AZ,54.9,-8.24,-8.15
"March 12, 2024",Order,243-6362991-7017987,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Naperville,IL,54.9,-8.24,-12.65
"March 13, 2024",Order,922-2441685-7615713,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,54.9,-8.24,-12.65
"March 13, 2024",Order,740-1125452-2591720,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Seattle,WA,54.9,-8.24,-12.65
"March 13, 2024",Order,406-4678408-6535981,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Los Angeles,CA,54.9,-8.24,-12.65
"March 13, 2024",Order,824-4052626-8757925,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Chicago,IL,54.9,-8.24,-12.65
"March 13, 2024",Order,378-2104218-5192721,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Seattle,WA,54.9,-8.24,-12.65
"March 13, 2024",Order,455-5529369-9362860,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Jose,CA,54.9,-8.24,-11.5
"March 13, 2024",Order,334-9689649-8314455,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Francisco,CA,54.9,-8.24,-12.27
"March 13, 2024",Order,586-3502225-6873396,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Rochester,NY,54.9,-8.24,-11.5
"March 13, 2024",Order,759-3589474-3227150,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Buffalo,NY,54.9,-8.24,-12.65
"March 13, 2024",Order,232-3295995-2954053,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"March 14, 2024",Order,107-3438680-1145427,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Tampa,FL,54.9,-8.24,-11.5
"March 14, 2024",Order,416-3242695-7571654,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,54.9,-8.24,-12.65
"March 14, 2024",Order,586-4114520-5512072,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"March 14, 2024",Order,902-1126418-2327943,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Jacksonville,FL,54.9,-8.24,-12.27
"March 14, 2024",Order,235-7577660-7516853,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Seattle,WA,54.9,-8.24,-11.5
"March 14, 2024",Order,323-3709868-2519682,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Colorado Springs,CO,54.9,-8.24,-12.65
"March 14, 2024",Order,922-4871618-4433959,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,New York,NY,54.9,-8.24,-12.65
"March 14, 2024",Order,184-8236865-6978909,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,San Jose,CA,54.9,-8.24,-8.15
"March 14, 2024",Order,289-9275901-2329769,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Miami,FL,54.9,-8.24,-8.15
"March 14, 2024",Order,357-6507628-7577542,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,New York,NY,54.9,-8.24,-12.65
"March 15, 2024",Order,766-2186105-4191175,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Austin,TX,54.9,-8.24,-12.65
"March 15, 2024",Order,222-8506226-6524496,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"March 15, 2024",Order,243-4213007-5666143,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,54.9,-8.24,-8.15
"March 15, 2024",Order,158-2866549-5458268,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Los Angeles,CA,54.9,-8.24,-12.27
"March 15, 2024",Order,563-5157600-8860529,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Francisco,CA,54.9,-8.24,-12.65
"March 15, 2024",Order,398-7298542-2493448,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Francisco,CA,54.9,-8.24,-12.27
"March 15, 2024",Order,538-9166868-2051212,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Denver,CO,54.9,-8.24,-12.27
"March 15, 2024",Order,163-4422957-4179854,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Austin,TX,54.9,-8.24,-11.5
"March 15, 2024",Order,520-7962198-3771821,32-IQYL-UHAB,Car Seat for Dog-Black,1,San Francisco,CA,54.9,-8.24,-8.15
"March 15, 2024",Order,158-3606862-2514189,32-IQYL-UHAB,Car Seat for Dog-Black,1,Los Angeles,CA,54.9,-8.24,-8.15
"March 15, 2024",Order,848-3311738-2573181,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"March 15, 2024",Order,661-2042524-8688641,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,New York,NY,54.9,-8.24,-11.5
"March 15, 2024",Order,859-7538022-6147383,32-IQYL-UHAB,Car Seat for Dog-Black,1,Tampa,FL,54.9,-8.24,-8.15
"March 15, 2024",Order,803-1190147-2774130,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Jose,CA,54.9,-8.24,-12.65
"March 15, 2024",Order,172-4568140-6718347,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"March 15, 2024",Order,671-9546889-4530270,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Austin,TX,54.9,-8.24,-12.27
"March 15, 2024",Order,408-8539177-4436795,32-IQYL-UHAB,Car Seat for Dog-Black,1,Phoenix,AZ,54.9,-8.24,-8.15
"March 16, 2024",Order,721-7622090-7291633,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Chicago,IL,54.9,-8.24,-12.65
"March 16, 2024",Order,114-5909266-5502461,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Spokane,WA,54.9,-8.24,-12.65
"March 16, 2024",Order,707-3011697-4591381,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Dallas,TX,54.9,-8.24,-12.27
"March 16, 2024",Order,952-3952357-7484739,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Tampa,FL,54.9,-8.24,-12.65
"March 16, 2024",Order,829-3680179-1754199,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Diego,CA,54.9,-8.24,-12.27
"March 16, 2024",Order,576-6201875-6049244,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Diego,CA,54.9,-8.24,-12.65
"March 16, 2024",Order,790-6789085-8310310,32-IQYL-UHAB,Car Seat for Dog-Black,1,Spokane,WA,54.9,-8.24,-8.15
"March 16, 2024",Order,784-8736513-8949214,32-IQYL-UHAB,Car Seat for Dog-Black,1,Denver,CO,54.9,-8.24,-8.15
