date/time,type,order id,sku,description,quantity,order city,order state,product sales,selling fees,fba fees
"February 6, 2024",Order,365-5689035-3938652,32-IQYL-UHAB,Car Seat for Dog-Black,1,Buffalo,NY,54.9,-8.24,-8.15
"February 6, 2024",Order,246-5336381-5278352,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Dallas,TX,54.9,-8.24,-11.5
"February 7, 2024",Order,358-4790231-4296784,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Buffalo,NY,54.9,-8.24,-11.5
"February 7, 2024",Order,833-5023654-3335269,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Houston,TX,54.9,-8.24,-12.27
"February 7, 2024",Order,179-3568268-1965106,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Orlando,FL,54.9,-8.24,-11.5
"February 7, 2024",Order,711-3167208-2244324,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Seattle,WA,54.9,-8.24,-12.65
"February 7, 2024",Order,836-7663510-6987142,32-IQYL-UHAB,Car Seat for Dog-Black,1,Los Angeles,CA,54.9,-8.24,-8.15
"February 7, 2024",Order,603-9981906-5895071,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Phoenix,AZ,54.9,-8.24,-11.5
"February 7, 2024",Order,397-2728709-7251733,32-IQYL-UHAB,Car Seat for Dog-Black,1,Houston,TX,54.9,-8.24,-8.15
"February 7, 2024",Order,423-3682708-3220781,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,New York,NY,54.9,-8.24,-8.15
"February 7, 2024",Order,748-5125504-4487513,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Antonio,TX,54.9,-8.24,-12.65
"February 8, 2024",Order,317-7439439-9681292,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Chicago,IL,54.9,-8.24,-11.5
"February 8, 2024",Order,928-4381347-7342625,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,New York,NY,54.9,-8.24,-12.27
"February 8, 2024",Order,787-9436705-4911060,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Colorado Springs,CO,54.9,-8.24,-12.65
"February 9, 2024",Order,378-9287540-2639668,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Phoenix,AZ,54.9,-8.24,-12.27
"February 9, 2024",Order,145-9194925-4595991,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Naperville,IL,54.9,-8.24,-12.65
"February 9, 2024",Order,349-2577520-2293750,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Diego,CA,54.9,-8.24,-12.27
"February 9, 2024",Order,277-9422162-4187681,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Dallas,TX,54.9,-8.24,-12.65
"February 9, 2024",Order,774-2082155-6721653,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Jacksonville,FL,54.9,-8.24,-12.65
"February 9, 2024",Order,251-5790288-8871133,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Jacksonville,FL,54.9,-8.24,-11.5
"February 9, 2024",Order,505-2543251-7709950,32-IQYL-UHAB,Car Seat for Dog-Black,1,Seattle,WA,54.9,-8.24,-8.15
"February 9, 2024",Order,460-8895848-1823495,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Denver,CO,54.9,-8.24,-12.27
"February 9, 2024",Order,702-6323586-3506476,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Rochester,NY,54.9,-8.24,-12.27
"February 9, 2024",Order,721-7056262-7964728,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Miami,FL,54.9,-8.24,-12.65
"February 9, 2024",Order,137-9884363-1241276,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"February 9, 2024",Order,135-7210217-2244245,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Rochester,NY,54.9,-8.24,-12.65
"February 9, 2024",Order,612-1057144-3696274,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Houston,TX,54.9,-8.24,-12.65
"February 9, 2024",Order,703-2810039-7777600,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Jacksonville,FL,54.9,-8.24,-12.65
"February 9, 2024",Order,972-5358280-7182148,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Jose,CA,54.9,-8.24,-11.5
"February 9, 2024",Order,371-7661374-5762311,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,New York,NY,54.9,-8.24,-12.27
"February 10, 2024",Order,373-7942379-2397425,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Buffalo,NY,54.9,-8.24,-11.5
"February 10, 2024",Order,201-5649459-9060137,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Tampa,FL,54.9,-8.24,-11.5
"February 10, 2024",Order,308-2260395-6292516,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,54.9,-8.24,-12.65
"February 10, 2024",Order,472-1625595-1481667,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Miami,FL,54.9,-8.24,-8.15
"February 10, 2024",Order,823-9822538-8123260,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"February 10, 2024",Order,700-9493305-3054210,32-IQYL-UHAB,Car Seat for Dog-Black,1,Tampa,FL,54.9,-8.24,-8.15
"February 10, 2024",Order,567-6619115-6950545,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Denver,CO,54.9,-8.24,-11.5
"February 10, 2024",Order,133-3757998-5249892,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Los Angeles,CA,54.9,-8.24,-12.65
"February 10, 2024",Order,636-3907753-1588953,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,San Diego,CA,54.9,-8.24,-8.15
"February 10, 2024",Refund,828-9002901-6275759,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,New York,NY,-54.9,8.24,0
"February 11, 2024",Refund,246-5336381-5278352,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Dallas,TX,-54.9,8.24,0
"February 11, 2024",Order,618-7230688-6450903,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,New York,NY,54.9,-8.24,-12.65
"February 11, 2024",Order,800-5982209-8151122,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Dallas,TX,54.9,-8.24,-12.27
"February 11, 2024",Order,774-8255633-6764687,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,New York,NY,54.9,-8.24,-12.65
"February 11, 2024",Order,606-9406982-9012907,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Naperville,IL,54.9,-8.24,-12.27
"February 11, 2024",Order,718-8905003-3774549,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,New York,NY,54.9,-8.24,-12.65
"February 11, 2024",Order,925-7650897-5347822,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Jose,CA,54.9,-8.24,-11.5
"February 11, 2024",Order,568-6964924-4894726,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Diego,CA,54.9,-8.24,-12.65
"February 11, 2024",Order,740-3429930-7440688,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Los Angeles,CA,54.9,-8.24,-12.65
"February 11, 2024",Order,108-5291684-1906470,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65
"February 11, 2024",Order,905-1834523-4499109,32-IQYL-UHAB,Car Seat for Dog-Black,1,Austin,TX,54.9,-8.24,-8.15
"February 11, 2024",Order,167-3153604-5937345,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,New York,NY,54.9,-8.24,-8.15
"February 11, 2024",Order,817-4069966-9458646,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,54.9,-8.24,-8.15
"February 11, 2024",Order,639-8741729-2244962,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Miami,FL,54.9,-8.24,-8.15
"February 11, 2024",Order,744-4767402-5085170,32-IQYL-UHAB,Car Seat for Dog-Black,1,Austin,TX,54.9,-8.24,-8.15
"February 11, 2024",Order,406-7041446-1024548,32-IQYL-UHAB,Car Seat for Dog-Black,1,Chicago,IL,54.9,-8.24,-8.15
"February 12, 2024",Refund,317-7439439-9681292,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Chicago,IL,-54.9,8.24,0
"February 12, 2024",Order,249-1523229-7220309,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Antonio,TX,54.9,-8.24,-12.65
"February 12, 2024",Order,718-2870950-5903791,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,54.9,-8.24,-8.15
"February 12, 2024",Order,870-2450068-9252565,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Austin,TX,54.9,-8.24,-11.5
"February 12, 2024",Order,371-8327841-7253465,32-IQYL-UHAB,Car Seat for Dog-Black,1,San Diego,CA,54.9,-8.24,-8.15
"February 12, 2024",Order,266-3176423-5899907,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Denver,CO,54.9,-8.24,-12.65
"February 13, 2024",Order,533-1352979-2110091,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"February 13, 2024",Order,726-1147626-4546021,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,54.9,-8.24,-12.65
"February 13, 2024",Order,339-4064780-4535779,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Francisco,CA,54.9,-8.24,-12.65
"February 13, 2024",Order,136-6560052-6480885,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Los Angeles,CA,54.9,-8.24,-12.65
"February 13, 2024",Order,879-4101289-4663637,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"February 13, 2024",Order,421-3454487-2053926,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Los Angeles,CA,54.9,-8.24,-12.65
"February 13, 2024",Order,452-1978300-2497642,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Phoenix,AZ,54.9,-8.24,-12.65
"February 13, 2024",Order,307-1906721-2945068,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Tucson,AZ,54.9,-8.24,-11.5
"February 13, 2024",Order,831-5229954-9845081,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Houston,TX,54.9,-8.24,-12.65
"February 14, 2024",Refund,928-4381347-7342625,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,New York,NY,-54.9,8.24,0
"February 14, 2024",Refund,266-3176423-5899907,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Denver,CO,-54.9,8.24,0
"February 14, 2024",Order,299-6465436-6870753,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Tucson,AZ,54.9,-8.24,-12.65
"February 14, 2024",Order,491-7484955-2499523,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Antonio,TX,54.9,-8.24,-12.65
"February 14, 2024",Order,282-2909888-5021785,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Tucson,AZ,54.9,-8.24,-11.5
"February 14, 2024",Order,443-7216706-7866189,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,54.9,-8.24,-12.65
"February 14, 2024",Order,117-7212412-3136488,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Houston,TX,54.9,-8.24,-12.65
"February 14, 2024",Order,844-3508112-3800636,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,New York,NY,54.9,-8.24,-12.65
"February 14, 2024",Order,726-5259450-4949832,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Houston,TX,54.9,-8.24,-12.65
"February 14, 2024",Order,179-8186668-3584014,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Spokane,WA,54.9,-8.24,-12.27
"February 15, 2024",Order,800-6298961-2160778,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Miami,FL,54.9,-8.24,-12.27
"February 15, 2024",Order,765-6972642-7141856,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Spokane,WA,54.9,-8.24,-12.65
"February 15, 2024",Order,742-7283547-6739101,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Los Angeles,CA,54.9,-8.24,-12.27
"February 15, 2024",Order,728-4526032-2046545,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Seattle,WA,54.9,-8.24,-11.5
"February 15, 2024",Order,468-1829690-4888170,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Chicago,IL,54.9,-8.24,-8.15
"February 15, 2024",Order,238-4737282-7188892,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Houston,TX,54.9,-8.24,-12.65
"February 15, 2024",Order,687-9568030-9544008,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Jacksonville,FL,54.9,-8.24,-12.65
"February 15, 2024",Refund,208-4818824-7660686,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Colorado Springs,CO,-54.9,8.24,0
"February 16, 2024",Order,542-8371196-9585740,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Orlando,FL,54.9,-8.24,-12.65
"February 16, 2024",Order,175-5645999-4442959,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Jose,CA,54.9,-8.24,-11.5
"February 16, 2024",Order,471-4086126-1826918,32-IQYL-UHAB,Car Seat for Dog-Black,1,Los Angeles,CA,54.9,-8.24,-8.15
"February 16, 2024",Order,316-2460921-8402957,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Los Angeles,CA,54.9,-8.24,-12.27
"February 16, 2024",Order,958-1301115-4650240,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Miami,FL,54.9,-8.24,-12.65
"February 16, 2024",Order,475-9387888-6863692,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"February 16, 2024",Order,680-6227145-6330969,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,New York,NY,54.9,-8.24,-12.65
"February 16, 2024",Order,173-5396830-2055809,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,New York,NY,54.9,-8.24,-8.15
"February 17, 2024",Order,435-4788165-6252416,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Tucson,AZ,54.9,-8.24,-11.5
"February 17, 2024",Order,525-1201065-5941141,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Houston,TX,54.9,-8.24,-11.5
"February 17, 2024",Order,727-4647449-5669326,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,New York,NY,54.9,-8.24,-12.65
"February 17, 2024",Order,723-5293371-3891952,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,54.9,-8.24,-12.65
"February 17, 2024",Order,680-4225716-7641028,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,San Diego,CA,54.9,-8.24,-8.15
"February 17, 2024",Order,138-5154237-2325256,32-IQYL-UHAB,Car Seat for Dog-Black,1,San Diego,CA,54.9,-8.24,-8.15
"February 17, 2024",Order,816-6490514-9730909,32-IQYL-UHAB,Car Seat for Dog-Black,1,New York,NY,54.9,-8.24,-8.15
"February 17, 2024",Order,841-8558721-3774918,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Antonio,TX,54.9,-8.24,-12.27
"February 17, 2024",Order,461-8344665-4984490,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,New York,NY,54.9,-8.24,-12.27
"February 17, 2024",Order,876-6990753-4275445,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Jacksonville,FL,54.9,-8.24,-11.5
"February 17, 2024",Order,680-6657282-3909585,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Orlando,FL,54.9,-8.24,-12.27
"February 17, 2024",Order,724-1996460-8450889,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Jacksonville,FL,54.9,-8.24,-12.27
"February 17, 2024",Order,226-6281701-5396864,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"February 18, 2024",Order,859-9896310-6170030,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Chicago,IL,54.9,-8.24,-11.5
"February 18, 2024",Order,418-3848404-9722915,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Denver,CO,54.9,-8.24,-12.27
"February 18, 2024",Order,389-3593686-1108020,32-IQYL-UHAB,Car Seat for Dog-Black,1,Dallas,TX,54.9,-8.24,-8.15
"February 18, 2024",Order,625-4001628-8374637,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Orlando,FL,54.9,-8.24,-12.65
"February 18, 2024",Order,187-2800478-2632392,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Los Angeles,CA,54.9,-8.24,-12.27
"February 18, 2024",Order,634-1610822-4253404,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,New York,NY,54.9,-8.24,-8.15
"February 18, 2024",Order,457-3911236-5584958,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Phoenix,AZ,54.9,-8.24,-11.5
"February 18, 2024",Order,166-4855589-8476918,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Jacksonville,FL,54.9,-8.24,-12.65
"February 18, 2024",Order,155-8856573-5667398,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Orlando,FL,54.9,-8.24,-12.65
"February 18, 2024",Order,654-8167350-9015527,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,54.9,-8.24,-12.65
"February 18, 2024",Order,298-4774412-4625919,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,New York,NY,54.9,-8.24,-12.65
"February 19, 2024",Refund,639-8741729-2244962,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Miami,FL,-54.9,8.24,0
"February 19, 2024",Order,535-1882195-8610215,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Dallas,TX,54.9,-8.24,-11.5
"February 19, 2024",Order,114-7501651-9172483,32-IQYL-UHAB,Car Seat for Dog-Black,1,Austin,TX,54.9,-8.24,-8.15
"February 19, 2024",Order,496-6253719-5858975,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Orlando,FL,54.9,-8.24,-11.5
"February 19, 2024",Order,651-3070061-9994904,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Denver,CO,54.9,-8.24,-12.65
"February 19, 2024",Order,750-6721580-6365484,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Phoenix,AZ,54.9,-8.24,-12.27
"February 19, 2024",Order,943-9996936-4659693,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Jacksonville,FL,54.9,-8.24,-11.5
"February 19, 2024",Order,152-6384526-2032434,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Denver,CO,54.9,-8.24,-12.65
"February 19, 2024",Order,709-7859174-4508249,32-IQYL-UHAB,Car Seat for Dog-Black,1,Seattle,WA,54.9,-8.24,-8.15
"February 19, 2024",Order,506-7452154-3946536,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Rochester,NY,54.9,-8.24,-11.5
"February 20, 2024",Order,902-4727778-4924277,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,New York,NY,54.9,-8.24,-11.5
"February 20, 2024",Order,400-2606306-8280680,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Antonio,TX,54.9,-8.24,-11.5
"February 20, 2024",Order,214-9952558-4009808,32-IQYL-UHAB,Car Seat for Dog-Black,1,San Diego,CA,54.9,-8.24,-8.15
"February 20, 2024",Order,753-9773344-5650462,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Los Angeles,CA,54.9,-8.24,-8.15
"February 20, 2024",Order,264-3461122-3010533,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Orlando,FL,54.9,-8.24,-12.65
"February 20, 2024",Order,721-6322969-3299957,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Phoenix,AZ,54.9,-8.24,-11.5
"February 20, 2024",Order,706-9199416-1574852,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,San Diego,CA,54.9,-8.24,-12.65
"February 21, 2024",Order,246-4507101-7048432,32-IQYL-UHAB,Car Seat for Dog-Black,1,Austin,TX,54.9,-8.24,-8.15
